dream_id,coding_type,init,rec,code,char,raw
norms-m_0417,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0417,act,1MSA,,L,,"{'init': '1MSA', 'code': 'L'}"
norms-m_0417,act,1MSA,,P,,"{'init': '1MSA', 'code': 'P'}"
norms-m_0417,act,1MSA,,P,,"{'init': '1MSA', 'code': 'P'}"
norms-m_0417,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0417,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0417,act,D,2JSA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '2JSA'}"
norms-m_0417,mf,,,4,D,"{'code': '4', 'char': 'D'}"
norms-m_0417,set,,,OQ,,OQ
norms-m_0417,obj,,,TR,,TR
norms-m_0417,obj,,,RG,,RG
norms-m_0417,obj,,,TR,,TR
norms-m_0417,obj,,,TR,,TR
norms-m_0417,mod,,,S+,,S+
norms-m_0417,mod,,,I+,,I+
norms-m_0417,mod,,,I-,,I-
norms-m_0418,char,,,2JUA,,2JUA
norms-m_0418,char,,,1FUA,,1FUA
norms-m_0418,char,,,1MUA,,1MUA
norms-m_0418,act,D + 1FUA+ 1MUA+ 2JUA,,L,,"{'init': 'D + 1FUA+ 1MUA+ 2JUA', 'code': 'L'}"
norms-m_0418,mf,,,3,D + 1FUA+ 1MUA+ 2JUA,"{'code': '3', 'char': 'D + 1FUA+ 1MUA+ 2JUA'}"
norms-m_0418,set,,,OQ,,OQ
norms-m_0418,obj,,,TR,,TR
norms-m_0418,obj,,,ST,,ST
norms-m_0418,obj,,,NA,,NA
norms-m_0418,mod,,,A+,,A+
norms-m_0418,mod,,,S+,,S+
norms-m_0418,mod,,,V+,,V+
norms-m_0418,mod,,,L-,,L-
norms-m_0418,mod,,,I+,,I+
norms-m_0419,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0419,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-m_0419,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0419,set,,,OQ,,OQ
norms-m_0419,obj,,,TR,,TR
norms-m_0419,obj,,,TR,,TR
norms-m_0419,obj,,,TR,,TR
norms-m_0419,mod,,,I+,,I+
norms-m_0420,char,,,2MOA,,2MOA
norms-m_0420,act,D + 2MOA,,P,,"{'init': 'D + 2MOA', 'code': 'P'}"
norms-m_0420,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-m_0420,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0420,set,,,OQ,,OQ
norms-m_0420,obj,,,TR,,TR
norms-m_0420,obj,,,TR,,TR
norms-m_0420,obj,,,NA,,NA
norms-m_0420,mod,,,S-,,S-
norms-m_0420,mod,,,I+,,I+
norms-m_0420,mod,,,S+,,S+
norms-m_0421,char,,,1FSA,,1FSA
norms-m_0421,char,,,1MKC,,1MKC
norms-m_0421,char,,,1MBA,,1MBA
norms-m_0421,agg,D,1MKC,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MKC'}"
norms-m_0421,agg,D,1MKC,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MKC'}"
norms-m_0421,agg,D,,1*,,"{'init': 'D', 'code': '1*'}"
norms-m_0421,agg,1FSA,D,2>,,"{'init': '1FSA', 'code': '2>', 'rec': 'D'}"
norms-m_0421,sex,D,1FSA,2>,,"{'init': 'D', 'code': '2>', 'rec': '1FSA'}"
norms-m_0421,sex,D,1FSA,2=,,"{'init': 'D', 'code': '2=', 'rec': '1FSA'}"
norms-m_0421,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0421,act,1MKC,,S,,"{'init': '1MKC', 'code': 'S'}"
norms-m_0421,act,1MKC,,M,,"{'init': '1MKC', 'code': 'M'}"
norms-m_0421,act,D,1FSA,P>,,"{'init': 'D', 'code': 'P>', 'rec': '1FSA'}"
norms-m_0421,act,1FSA,D,V>,,"{'init': '1FSA', 'code': 'V>', 'rec': 'D'}"
norms-m_0421,act,1MKC,,S,,"{'init': '1MKC', 'code': 'S'}"
norms-m_0421,act,D + 1FSA,,M,,"{'init': 'D + 1FSA', 'code': 'M'}"
norms-m_0421,act,D,1FSA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1FSA'}"
norms-m_0421,act,D,1FSA,P=,,"{'init': 'D', 'code': 'P=', 'rec': '1FSA'}"
norms-m_0421,succ,,,,D,{'char': 'D'}
norms-m_0421,fail,,,,D,{'char': 'D'}
norms-m_0421,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0421,set,,,OU,,OU
norms-m_0421,set,,,IU,,IU
norms-m_0421,obj,,,ST,,ST
norms-m_0421,obj,,,RG,,RG
norms-m_0421,obj,,,AR,,AR
norms-m_0421,obj,,,AD,,AD
norms-m_0421,obj,,,AR,,AR
norms-m_0421,mod,,,A-,,A-
norms-m_0421,mod,,,E+,,E+
norms-m_0421,mod,,,S-,,S-
norms-m_0422,char,,,1MOA,,1MOA
norms-m_0422,char,,,1MKA,,1MKA
norms-m_0422,agg,1MOA,D,6>,,"{'init': '1MOA', 'code': '6>', 'rec': 'D'}"
norms-m_0422,agg,1MKA,Q,1>,,"{'init': '1MKA', 'code': '1>', 'rec': 'Q'}"
norms-m_0422,act,1MOA,D,V>,,"{'init': '1MOA', 'code': 'V>', 'rec': 'D'}"
norms-m_0422,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0422,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0422,act,D,1MKA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1MKA'}"
norms-m_0422,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-m_0422,set,,,IG,,IG
norms-m_0422,obj,,,RG,,RG
norms-m_0422,obj,,,CL,,CL
norms-m_0422,obj,,,AI,,AI
norms-m_0423,char,,,1MKA,,1MKA
norms-m_0423,char,,,2FSA,,2FSA
norms-m_0423,char,,,1MOA,,1MOA
norms-m_0423,sex,D + 1MKA,2FSA,2>,,"{'init': 'D + 1MKA', 'code': '2>', 'rec': '2FSA'}"
norms-m_0423,act,D + 1MKA,,M,,"{'init': 'D + 1MKA', 'code': 'M'}"
norms-m_0423,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0423,act,1MOA,,P,,"{'init': '1MOA', 'code': 'P'}"
norms-m_0423,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-m_0423,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-m_0423,set,,,OU,,OU
norms-m_0423,set,,,IQ,,IQ
norms-m_0423,set,,,OU,,OU
norms-m_0423,obj,,,ST,,ST
norms-m_0423,obj,,,AE,,AE
norms-m_0423,obj,,,RG,,RG
norms-m_0423,obj,,,IR,,IR
norms-m_0423,obj,,,FO,,FO
norms-m_0423,mod,,,S+,,S+
norms-m_0424,char,,,1MFA,,1MFA
norms-m_0424,char,,,1MOA,,1MOA
norms-m_0424,char,,,2JSA,,2JSA
norms-m_0424,char,,,1MBA,,1MBA
norms-m_0424,char,,,1FSA,,1FSA
norms-m_0424,agg,D + 2JSA+ 1MFA,Q,2>,,"{'init': 'D + 2JSA+ 1MFA', 'code': '2>', 'rec': 'Q'}"
norms-m_0424,fri,D,1MFA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MFA'}"
norms-m_0424,sex,D,1FSA,2=,,"{'init': 'D', 'code': '2=', 'rec': '1FSA'}"
norms-m_0424,act,1MOA,D + 1MFA,V>,,"{'init': '1MOA', 'code': 'V>', 'rec': 'D + 1MFA'}"
norms-m_0424,act,1MBA,,V,,"{'init': '1MBA', 'code': 'V'}"
norms-m_0424,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0424,act,D + 1FSA,,M,,"{'init': 'D + 1FSA', 'code': 'M'}"
norms-m_0424,act,D,1FSA,V=,,"{'init': 'D', 'code': 'V=', 'rec': '1FSA'}"
norms-m_0424,emot,,,AN,D + 2JSA,"{'code': 'AN', 'char': 'D + 2JSA'}"
norms-m_0424,set,,,IF,,IF
norms-m_0424,set,,,OF,,OF
norms-m_0424,set,,,OQ,,OQ
norms-m_0424,obj,,,RG,,RG
norms-m_0424,obj,,,TR,,TR
norms-m_0424,obj,,,TR,,TR
norms-m_0424,obj,,,TR,,TR
norms-m_0424,obj,,,TR,,TR
norms-m_0424,obj,,,ST,,ST
norms-m_0424,mod,,,I+,,I+
norms-m_0424,mod,,,I-,,I-
norms-m_0425,char,,,2JSA,,2JSA
norms-m_0425,char,,,1MBC,,1MBC
norms-m_0425,act,D + 2JSA,,S,,"{'init': 'D + 2JSA', 'code': 'S'}"
norms-m_0425,act,1MBC,,V,,"{'init': '1MBC', 'code': 'V'}"
norms-m_0425,act,1MBC,,P,,"{'init': '1MBC', 'code': 'P'}"
norms-m_0425,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0425,set,,,OF,,OF
norms-m_0425,obj,,,AE,,AE
norms-m_0426,char,,,2JSA,,2JSA
norms-m_0426,act,2JSA,,V,,"{'init': '2JSA', 'code': 'V'}"
norms-m_0426,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-m_0426,set,,,IU,,IU
norms-m_0426,obj,,,AR,,AR
norms-m_0426,obj,,,AD,,AD
norms-m_0426,obj,,,AD,,AD
norms-m_0426,obj,,,HH,,HH
norms-m_0426,obj,,,AD,,AD
norms-m_0426,mod,,,S+,,S+
norms-m_0426,mod,,,S-,,S-
norms-m_0427,char,,,1FOA,,1FOA
norms-m_0427,char,,,1FKA,,1FKA
norms-m_0427,agg,D,1FKA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1FKA'}"
norms-m_0427,fri,D,1FOA,1=,,"{'init': 'D', 'code': '1=', 'rec': '1FOA'}"
norms-m_0427,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0427,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0427,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-m_0427,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0427,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0427,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0427,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0427,set,,,OQ,,OQ
norms-m_0427,set,,,IQ,,IQ
norms-m_0427,set,,,OQ,,OQ
norms-m_0427,obj,,,TR,,TR
norms-m_0427,obj,,,AV,,AV
norms-m_0427,obj,,,HH,,HH
norms-m_0427,obj,,,HH,,HH
norms-m_0427,mod,,,I+,,I+
norms-m_0427,mod,,,I+,,I+
norms-m_0428,char,,,2FUA,,2FUA
norms-m_0428,char,,,1IOA,,1IOA
norms-m_0428,agg,1IOA,D,2>,,"{'init': '1IOA', 'code': '2>', 'rec': 'D'}"
norms-m_0428,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0428,act,1IOA,D,V>,,"{'init': '1IOA', 'code': 'V>', 'rec': 'D'}"
norms-m_0428,mf,,,5,2FUA,"{'code': '5', 'char': '2FUA'}"
norms-m_0428,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-m_0428,set,,,IU,,IU
norms-m_0428,obj,,,AV,,AV
norms-m_0428,obj,,,CL,,CL
norms-m_0428,obj,,,CL,,CL
norms-m_0428,obj,,,BE,,BE
norms-m_0428,mod,,,A+,,A+
norms-m_0428,mod,,,C+,,C+
norms-m_0428,mod,,,C-,,C-
norms-m_0428,mod,,,C-,,C-
norms-m_0428,mod,,,C+,,C+
norms-m_0428,mod,,,C-,,C-
norms-m_0428,mod,,,I+,,I+
norms-m_0428,mod,,,S-,,S-
norms-m_0429,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0429,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-m_0429,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0429,set,,,OQ,,OQ
norms-m_0429,obj,,,ST,,ST
norms-m_0429,obj,,,AE,,AE
norms-m_0429,mod,,,C+,,C+
norms-m_0429,mod,,,C-,,C-
norms-m_0429,mod,,,I+,,I+
norms-m_0429,mod,,,I+,,I+
norms-m_0430,char,,,2JUA,,2JUA
norms-m_0430,act,D,,V,,"{'init': 'D', 'code': 'V'}"
norms-m_0430,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-m_0430,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0430,set,,,AQ,,AQ
norms-m_0430,mod,,,I+,,I+
norms-m_0431,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0431,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0431,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0431,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0431,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0431,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0431,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0431,fail,,,,D,{'char': 'D'}
norms-m_0431,mf,,,4,D,"{'code': '4', 'char': 'D'}"
norms-m_0431,set,,,OQ,,OQ
norms-m_0431,obj,,,ST,,ST
norms-m_0431,obj,,,ST,,ST
norms-m_0431,obj,,,TR,,TR
norms-m_0431,obj,,,TR,,TR
norms-m_0431,obj,,,TR,,TR
norms-m_0431,mod,,,S-,,S-
norms-m_0431,mod,,,V+,,V+
norms-m_0431,mod,,,I+,,I+
norms-m_0431,mod,,,I+,,I+
norms-m_0432,char,,,1FWA,,1FWA
norms-m_0432,fri,D,1FWA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FWA'}"
norms-m_0432,act,1FWA,,P,,"{'init': '1FWA', 'code': 'P'}"
norms-m_0432,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0432,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0432,succ,,,,D,{'char': 'D'}
norms-m_0432,fail,,,,D,{'char': 'D'}
norms-m_0432,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-m_0432,set,,,IF,,IF
norms-m_0432,obj,,,AR,,AR
norms-m_0432,obj,,,AR,,AR
norms-m_0432,obj,,,AR,,AR
norms-m_0432,obj,,,HH,,HH
norms-m_0432,obj,,,AD,,AD
norms-m_0432,obj,,,IT,,IT
norms-m_0432,mod,,,V+,,V+
norms-m_0433,char,,,2MSA,,2MSA
norms-m_0433,char,,,2MSA,,2MSA
norms-m_0433,char,,,1MSA,,1MSA
norms-m_0433,agg,2MSA,D + 2MSA,5>,,"{'init': '2MSA', 'code': '5>', 'rec': 'D + 2MSA'}"
norms-m_0433,agg,2MSA,1MSA,7>,,"{'init': '2MSA', 'code': '7>', 'rec': '1MSA'}"
norms-m_0433,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0433,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0433,act,2MSA,,L,,"{'init': '2MSA', 'code': 'L'}"
norms-m_0433,act,2MSA,,M,,"{'init': '2MSA', 'code': 'M'}"
norms-m_0433,act,D + 2MSA,,L,,"{'init': 'D + 2MSA', 'code': 'L'}"
norms-m_0433,act,2MSA,D + 2MSA,V>,,"{'init': '2MSA', 'code': 'V>', 'rec': 'D + 2MSA'}"
norms-m_0433,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0433,act,1MSA,,V,,"{'init': '1MSA', 'code': 'V'}"
norms-m_0433,act,2MSA,D,V>,,"{'init': '2MSA', 'code': 'V>', 'rec': 'D'}"
norms-m_0433,act,2MSA,1MSA,P>,,"{'init': '2MSA', 'code': 'P>', 'rec': '1MSA'}"
norms-m_0433,act,2MSA,D + 2MSA,P>,,"{'init': '2MSA', 'code': 'P>', 'rec': 'D + 2MSA'}"
norms-m_0433,fail,,,,D,{'char': 'D'}
norms-m_0433,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0433,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-m_0433,set,,,IU,,IU
norms-m_0433,set,,,IU,,IU
norms-m_0433,obj,,,RG,,RG
norms-m_0433,obj,,,NA,,NA
norms-m_0433,obj,,,AD,,AD
norms-m_0433,obj,,,MS,,MS
norms-m_0433,obj,,,FO,,FO
norms-m_0433,mod,,,A+,,A+
norms-m_0433,mod,,,V+,,V+
norms-m_0433,mod,,,E-,,E-
norms-m_0434,char,,,1FWA,,1FWA
norms-m_0434,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0434,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0434,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0434,fail,,,,D,{'char': 'D'}
norms-m_0434,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-m_0434,gf,,,,D,{'char': 'D'}
norms-m_0434,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0434,set,,,OQ,,OQ
norms-m_0434,obj,,,TR,,TR
norms-m_0434,obj,,,TR,,TR
norms-m_0434,mod,,,L-,,L-
norms-m_0435,char,,,2JSA,,2JSA
norms-m_0435,char,,,1FWA,,1FWA
norms-m_0435,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0435,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0435,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0435,act,2JSA,,V,,"{'init': '2JSA', 'code': 'V'}"
norms-m_0435,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0435,fail,,,,D,{'char': 'D'}
norms-m_0435,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-m_0435,gf,,,,D,{'char': 'D'}
norms-m_0435,set,,,OG,,OG
norms-m_0435,obj,,,TR,,TR
norms-m_0435,obj,,,ST,,ST
norms-m_0435,obj,,,NA,,NA
norms-m_0435,obj,,,NA,,NA
norms-m_0435,obj,,,BT,,BT
norms-m_0435,mod,,,I+,,I+
norms-m_0435,mod,,,C-,,C-
norms-m_0435,mod,,,L-,,L-
norms-m_0435,mod,,,V+,,V+
norms-m_0436,char,,,1FOA,,1FOA
norms-m_0436,sex,D,1FOA,5=,,"{'init': 'D', 'code': '5=', 'rec': '1FOA'}"
norms-m_0436,act,D,1FOA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FOA'}"
norms-m_0436,act,D,1FOA,P=,,"{'init': 'D', 'code': 'P=', 'rec': '1FOA'}"
norms-m_0436,set,,,AG,,AG
norms-m_0436,set,,,IQ,,IQ
norms-m_0436,obj,,,RG,,RG
norms-m_0436,obj,,,CL,,CL
norms-m_0436,obj,,,AR,,AR
norms-m_0436,obj,,,HH,,HH
norms-m_0436,mod,,,E-,,E-
norms-m_0437,char,,,2MUA,,2MUA
norms-m_0437,char,,,1ANI,,1ANI
norms-m_0437,agg,2MUA,D,5>,,"{'init': '2MUA', 'code': '5>', 'rec': 'D'}"
norms-m_0437,agg,D,2MUA,4r,,"{'init': 'D', 'code': '4r', 'rec': '2MUA'}"
norms-m_0437,agg,D,1ANI,7>,,"{'init': 'D', 'code': '7>', 'rec': '1ANI'}"
norms-m_0437,act,2MUA,D,V>,,"{'init': '2MUA', 'code': 'V>', 'rec': 'D'}"
norms-m_0437,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0437,act,2MUA,,P,,"{'init': '2MUA', 'code': 'P'}"
norms-m_0437,act,D,2MUA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '2MUA'}"
norms-m_0437,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0437,act,D,1ANI,P>,,"{'init': 'D', 'code': 'P>', 'rec': '1ANI'}"
norms-m_0437,act,2MUA,,V,,"{'init': '2MUA', 'code': 'V'}"
norms-m_0437,act,2MUA,,M,,"{'init': '2MUA', 'code': 'M'}"
norms-m_0437,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-m_0437,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-m_0437,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-m_0437,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-m_0437,set,,,IQ,,IQ
norms-m_0437,obj,,,HH,,HH
norms-m_0437,obj,,,IR,,IR
norms-m_0437,obj,,,MO,,MO
norms-m_0437,obj,,,HH,,HH
norms-m_0437,obj,,,AR,,AR
norms-m_0438,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0438,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0438,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0438,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0438,act,D,,E,,"{'init': 'D', 'code': 'E'}"
norms-m_0438,succ,,,,D,{'char': 'D'}
norms-m_0438,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-m_0438,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-m_0438,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-m_0438,set,,,IU,,IU
norms-m_0438,obj,,,AR,,AR
norms-m_0438,obj,,,BE,,BE
norms-m_0438,obj,,,CL,,CL
norms-m_0438,obj,,,AD,,AD
norms-m_0438,obj,,,AR,,AR
norms-m_0438,obj,,,CL,,CL
norms-m_0438,obj,,,CL,,CL
norms-m_0438,obj,,,AD,,AD
norms-m_0438,obj,,,NA,,NA
norms-m_0438,mod,,,S+,,S+
norms-m_0438,mod,,,I+,,I+
norms-m_0438,mod,,,C+,,C+
norms-m_0439,char,,,1MOA,,1MOA
norms-m_0439,agg,1MOA,D,3>,,"{'init': '1MOA', 'code': '3>', 'rec': 'D'}"
norms-m_0439,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0439,act,D,1MOA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MOA'}"
norms-m_0439,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-m_0439,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-m_0439,set,,,IQ,,IQ
norms-m_0439,obj,,,AV,,AV
norms-m_0439,obj,,,HH,,HH
norms-m_0439,obj,,,NA,,NA
norms-m_0440,char,,,1MOA,,1MOA
norms-m_0440,agg,D,1MOA,3>,,"{'init': 'D', 'code': '3>', 'rec': '1MOA'}"
norms-m_0440,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-m_0440,act,1MOA,,P,,"{'init': '1MOA', 'code': 'P'}"
norms-m_0440,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0440,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-m_0440,set,,,OQ,,OQ
norms-m_0440,obj,,,TR,,TR
norms-m_0440,obj,,,NA,,NA
norms-m_0440,obj,,,TR,,TR
norms-m_0441,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0441,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0441,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-m_0441,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-m_0441,set,,,IQ,,IQ
norms-m_0441,obj,,,AR,,AR
norms-m_0441,obj,,,HH,,HH
norms-m_0441,obj,,,CL,,CL
norms-m_0441,obj,,,CL,,CL
norms-m_0441,obj,,,HH,,HH
norms-m_0441,obj,,,AD,,AD
norms-m_0441,mod,,,S+,,S+
norms-m_0441,mod,,,I+,,I+
norms-m_0442,char,,,1FKA,,1FKA
norms-m_0442,char,,,1FOA,,1FOA
norms-m_0442,char,,,1FOA,,1FOA
norms-m_0442,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-m_0442,act,D,,V,,"{'init': 'D', 'code': 'V'}"
norms-m_0442,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0442,act,1FOA,D,P>,,"{'init': '1FOA', 'code': 'P>', 'rec': 'D'}"
norms-m_0442,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0442,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-m_0442,act,1FOA,D,V>,,"{'init': '1FOA', 'code': 'V>', 'rec': 'D'}"
norms-m_0442,act,1FOA,1FOA,V>,,"{'init': '1FOA', 'code': 'V>', 'rec': '1FOA'}"
norms-m_0442,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0442,set,,,IU,,IU
norms-m_0442,obj,,,AE,,AE
norms-m_0442,obj,,,AE,,AE
norms-m_0442,obj,,,MO,,MO
norms-m_0442,obj,,,FO,,FO
norms-m_0442,mod,,,I+,,I+
norms-m_0443,char,,,2MSA,,2MSA
norms-m_0443,char,,,1MSA,,1MSA
norms-m_0443,agg,2MSA,Q,2>,,"{'init': '2MSA', 'code': '2>', 'rec': 'Q'}"
norms-m_0443,act,D,,A,,"{'init': 'D', 'code': 'A'}"
norms-m_0443,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-m_0443,act,2MSA,,V,,"{'init': '2MSA', 'code': 'V'}"
norms-m_0443,act,2MSA,,A,,"{'init': '2MSA', 'code': 'A'}"
norms-m_0443,act,1MSA,,P,,"{'init': '1MSA', 'code': 'P'}"
norms-m_0443,set,,,IQ,,IQ
norms-m_0443,set,,,OQ,,OQ
norms-m_0443,obj,,,AI,,AI
norms-m_0443,obj,,,CM,,CM
norms-m_0443,obj,,,ST,,ST
norms-m_0443,obj,,,CM,,CM
norms-m_0443,mod,,,S-,,S-
norms-m_0444,char,,,1MKA,,1MKA
norms-m_0444,char,,,2MEA,,2MEA
norms-m_0444,char,,,2JSA,,2JSA
norms-m_0444,char,,,1ANI,,1ANI
norms-m_0444,agg,2MEA,2JSA,8>,,"{'init': '2MEA', 'code': '8>', 'rec': '2JSA'}"
norms-m_0444,agg,2MEA,D + 1MKA,6>,,"{'init': '2MEA', 'code': '6>', 'rec': 'D + 1MKA'}"
norms-m_0444,agg,D + 1MKA,1ANI,1>,,"{'init': 'D + 1MKA', 'code': '1>', 'rec': '1ANI'}"
norms-m_0444,act,2MEA,2JSA,P>,,"{'init': '2MEA', 'code': 'P>', 'rec': '2JSA'}"
norms-m_0444,act,2JSA,,L,,"{'init': '2JSA', 'code': 'L'}"
norms-m_0444,act,D + 1MKA,,C,,"{'init': 'D + 1MKA', 'code': 'C'}"
norms-m_0444,act,D + 1MKA,,P,,"{'init': 'D + 1MKA', 'code': 'P'}"
norms-m_0444,set,,,OU,,OU
norms-m_0444,obj,,,RG,,RG
norms-m_0444,obj,,,TR,,TR
norms-m_0444,obj,,,IW,,IW
norms-m_0444,obj,,,AD,,AD
norms-m_0444,obj,,,FO,,FO
norms-m_0444,mod,,,S+,,S+
norms-m_0444,mod,,,S-,,S-
norms-m_0444,mod,,,S-,,S-
norms-m_0445,char,,,2JSA,,2JSA
norms-m_0445,char,,,2JSA,,2JSA
norms-m_0445,act,D + 2JSA,,L,,"{'init': 'D + 2JSA', 'code': 'L'}"
norms-m_0445,act,D + 2JSA,2JSA,V>,,"{'init': 'D + 2JSA', 'code': 'V>', 'rec': '2JSA'}"
norms-m_0445,act,D + 2JSA,,L,,"{'init': 'D + 2JSA', 'code': 'L'}"
norms-m_0445,act,D + 2JSA,,P,,"{'init': 'D + 2JSA', 'code': 'P'}"
norms-m_0445,set,,,OG,,OG
norms-m_0445,set,,,OG,,OG
norms-m_0445,obj,,,TR,,TR
norms-m_0445,obj,,,TR,,TR
norms-m_0445,obj,,,TR,,TR
norms-m_0445,obj,,,NA,,NA
norms-m_0445,obj,,,NA,,NA
norms-m_0445,mod,,,S-,,S-
norms-m_0445,mod,,,S+,,S+
norms-m_0445,mod,,,S-,,S-
norms-m_0445,mod,,,I+,,I+
norms-m_0446,char,,,1FKA,,1FKA
